#{"t_start": 1651080093.1153212, "env_id": "CartPole-v1"}
r,l,t
11.0,11,0.026501
23.0,23,0.1007
29.0,29,0.11701
14.0,14,0.181127
42.0,42,0.259661
50.0,50,0.396111
34.0,34,0.468877
22.0,22,0.535346
18.0,18,0.545425
150.0,150,0.902281
118.0,118,1.13207
111.0,111,1.42616
107.0,107,1.64871
111.0,111,1.974384
127.0,127,2.265262
131.0,131,2.558587
120.0,120,2.846766
113.0,113,3.074889
133.0,133,3.367413
172.0,172,3.794156
172.0,172,4.161349
330.0,330,4.89025
162.0,162,5.255745
150.0,150,5.623292
207.0,207,6.163129
222.0,222,6.610553
169.0,169,7.035601
163.0,163,7.701566
185.0,185,8.136156
216.0,216,8.587533
242.0,242,9.163712
367.0,367,10.032979
500.0,500,11.206482
500.0,500,12.378064
500.0,500,13.482627
500.0,500,14.703989
500.0,500,16.629837
500.0,500,17.738543
500.0,500,18.939781
500.0,500,20.054557
500.0,500,21.219955
500.0,500,22.471393
500.0,500,24.336095
500.0,500,25.514782
500.0,500,26.757628
500.0,500,27.878102
500.0,500,29.054993
500.0,500,30.230365
