#{"t_start": 1651074952.4649448, "env_id": "Pendulum-v1"}
r,l,t
-1160.870453,200,0.062852
-862.698986,200,0.107484
-1234.777549,200,0.149062
-1204.15978,200,0.191479
-1367.97974,200,0.236374
-1640.914546,200,0.280619
-1278.809266,200,0.322359
-896.499525,200,0.36563
-879.056099,200,0.422711
-894.517158,200,0.482942
-993.329691,200,0.533806
-1084.393712,200,0.575938
-1017.456109,200,0.620188
-1001.324536,200,0.664264
-1045.299659,200,0.706136
-1014.494332,200,0.746921
-1499.543625,200,0.788923
-1182.078958,200,0.833157
-1032.222364,200,0.875583
-1027.459764,200,0.919233
-1671.188879,200,0.963322
-957.854017,200,1.007685
-1484.416603,200,1.049514
-1612.597925,200,1.090564
-1381.794401,200,1.133871
-1620.048098,200,1.17959
-1171.401679,200,1.221933
-969.657761,200,1.265466
-1800.90438,200,1.308048
-976.284672,200,1.352956
-901.099272,200,1.396445
-1444.138418,200,1.442907
-868.891693,200,1.491723
-1072.525903,200,1.537541
-862.401593,200,1.580241
