#{"t_start": 1651171010.670769, "env_id": "CartPole-v1"}
r,l,t
14.0,14,0.028624
13.0,13,0.039438
30.0,30,0.143294
30.0,30,0.217126
45.0,45,0.354198
53.0,53,0.440164
22.0,22,0.50904
59.0,59,0.652813
27.0,27,0.723434
110.0,110,0.986285
22.0,22,1.054826
34.0,34,1.131251
94.0,94,1.35571
213.0,213,1.812142
137.0,137,2.166292
298.0,298,2.832412
237.0,237,3.348948
339.0,339,4.14111
151.0,151,4.50119
156.0,156,4.899237
237.0,237,5.435609
422.0,422,6.390874
225.0,225,6.925754
500.0,500,8.96392
500.0,500,10.084979
500.0,500,11.262587
500.0,500,12.441411
500.0,500,13.598114
500.0,500,14.77956
500.0,500,16.801313
500.0,500,17.923625
500.0,500,19.1053
500.0,500,20.23056
500.0,500,21.456938
500.0,500,22.635905
500.0,500,24.506267
500.0,500,25.7208
500.0,500,26.903369
500.0,500,28.046889
500.0,500,29.281018
500.0,500,30.404664
500.0,500,31.580425
