#{"t_start": 1651171010.671681, "env_id": "CartPole-v1"}
r,l,t
18.0,18,0.031382
13.0,13,0.042814
24.0,24,0.141138
16.0,16,0.206196
15.0,15,0.215227
11.0,11,0.277565
18.0,18,0.28854
27.0,27,0.358654
41.0,41,0.437572
26.0,26,0.50942
88.0,88,0.725157
103.0,103,0.983252
25.0,25,1.053996
55.0,55,1.141395
35.0,35,1.277732
31.0,31,1.350806
205.0,205,1.802937
141.0,141,2.103824
193.0,193,2.544536
286.0,286,3.199485
431.0,431,4.209816
164.0,164,4.578027
202.0,202,5.066846
458.0,458,6.160853
133.0,133,6.454667
246.0,246,7.001128
500.0,500,9.04032
500.0,500,10.21704
500.0,500,11.338232
500.0,500,12.517734
500.0,500,13.732329
500.0,500,14.856512
500.0,500,16.877996
500.0,500,17.999632
500.0,500,19.181206
500.0,500,20.372633
500.0,500,21.532809
500.0,500,22.712227
500.0,500,24.638601
500.0,500,25.797544
500.0,500,26.97891
500.0,500,28.122264
500.0,500,29.357822
500.0,500,30.536198
500.0,500,32.417226
