#{"t_start": 1651171010.6687832, "env_id": "CartPole-v1"}
r,l,t
28.0,28,0.042813
24.0,24,0.142252
19.0,19,0.208983
29.0,29,0.282382
25.0,25,0.297176
44.0,44,0.432712
16.0,16,0.442066
62.0,62,0.588325
42.0,42,0.722884
109.0,109,0.984791
30.0,30,1.059098
21.0,21,1.127182
40.0,40,1.206005
231.0,231,1.732686
137.0,137,2.03237
158.0,158,2.397093
180.0,180,2.831049
235.0,235,3.346709
366.0,366,4.209022
141.0,141,4.508276
179.0,179,4.985659
436.0,436,5.954401
208.0,208,6.458449
274.0,274,7.076484
500.0,500,9.114884
500.0,500,10.294399
500.0,500,11.415379
500.0,500,12.593169
500.0,500,13.751465
500.0,500,14.932073
500.0,500,16.954107
500.0,500,18.074614
500.0,500,19.255902
500.0,500,20.448416
500.0,500,21.607648
500.0,500,22.789035
500.0,500,24.656957
500.0,500,25.873417
500.0,500,27.054762
500.0,500,28.196009
500.0,500,29.433095
500.0,500,30.612409
