#{"t_start": 1651171010.672605, "env_id": "CartPole-v1"}
r,l,t
28.0,28,0.039119
16.0,16,0.133338
16.0,16,0.143219
31.0,31,0.217627
59.0,59,0.361927
49.0,49,0.502651
50.0,50,0.585822
144.0,144,0.978165
21.0,21,0.990896
39.0,39,1.125913
41.0,41,1.205681
37.0,37,1.28515
113.0,113,1.575193
51.0,51,1.658611
104.0,104,1.884775
203.0,203,2.386567
311.0,311,3.112195
467.0,467,4.14128
121.0,121,4.428886
143.0,143,4.7312
264.0,264,5.426564
341.0,341,6.171804
123.0,123,6.4614
135.0,135,6.775101
500.0,500,8.768024
500.0,500,9.992889
500.0,500,11.113275
500.0,500,12.290929
500.0,500,13.448367
500.0,500,14.629696
500.0,500,16.606429
500.0,500,17.773997
500.0,500,18.955201
500.0,500,20.133105
500.0,500,21.306178
500.0,500,22.486594
500.0,500,24.355676
500.0,500,25.569229
500.0,500,26.753766
500.0,500,27.897395
500.0,500,29.13195
500.0,500,30.311829
500.0,500,31.430197
