#{"t_start": 1651171010.67444, "env_id": "CartPole-v1"}
r,l,t
15.0,15,0.025904
35.0,35,0.134876
26.0,26,0.207009
30.0,30,0.280622
15.0,15,0.289337
49.0,49,0.428024
171.0,171,0.824197
49.0,49,0.97439
23.0,23,0.988317
45.0,45,1.126856
29.0,29,1.19903
166.0,166,1.578807
100.0,100,1.801725
121.0,121,2.09163
298.0,298,2.756175
255.0,255,3.339215
150.0,150,3.698737
227.0,227,4.208434
191.0,191,4.64688
200.0,200,5.136936
500.0,500,6.305454
254.0,254,6.911309
500.0,500,8.885302
500.0,500,10.070507
500.0,500,11.247682
500.0,500,12.369274
500.0,500,13.583285
500.0,500,14.707935
500.0,500,16.68911
500.0,500,17.908948
500.0,500,19.032571
500.0,500,20.216161
500.0,500,21.441813
500.0,500,22.565124
500.0,500,24.491471
500.0,500,25.646008
500.0,500,26.832184
500.0,500,28.032223
500.0,500,29.209403
500.0,500,30.390206
500.0,500,31.565157
