#{"t_start": 1650971573.6440902, "env_id": "CartPole-v1"}
r,l,t
25.0,25,0.034665
13.0,13,0.103641
16.0,16,0.113181
21.0,21,0.180708
20.0,20,0.191897
16.0,16,0.257127
48.0,48,0.339421
18.0,18,0.405095
11.0,11,0.411206
29.0,29,0.482116
40.0,40,0.628082
60.0,60,0.726461
46.0,46,0.861578
111.0,111,1.085709
134.0,134,1.379107
296.0,296,2.096868
151.0,151,2.406973
126.0,126,2.694441
175.0,175,3.114966
145.0,145,3.412526
145.0,145,3.768329
268.0,268,4.351678
153.0,153,4.766763
201.0,201,5.210242
266.0,266,5.848584
500.0,500,6.940779
500.0,500,8.896058
500.0,500,10.032609
500.0,500,11.119742
500.0,500,12.276498
500.0,500,13.388997
500.0,500,14.538611
500.0,500,16.461697
500.0,500,17.574052
500.0,500,18.740662
500.0,500,19.939756
500.0,500,21.05839
500.0,500,22.219905
500.0,500,24.10305
500.0,500,25.276451
500.0,500,26.454724
500.0,500,27.579598
500.0,500,28.758112
500.0,500,29.937912
