#{"t_start": 1650971573.646865, "env_id": "CartPole-v1"}
r,l,t
89.0,89,0.18583
25.0,25,0.256161
41.0,41,0.3344
20.0,20,0.401151
18.0,18,0.465916
13.0,13,0.473211
27.0,27,0.543872
54.0,54,0.649148
71.0,71,0.855946
93.0,93,1.070745
148.0,148,1.371332
123.0,123,1.659068
134.0,134,1.948528
139.0,139,2.316961
132.0,132,2.60903
139.0,139,2.900378
260.0,260,3.480413
195.0,195,3.915531
197.0,197,4.351195
136.0,136,4.755595
500.0,500,5.856677
500.0,500,7.003889
500.0,500,8.958153
500.0,500,10.040382
500.0,500,11.182687
500.0,500,12.284373
500.0,500,13.450521
500.0,500,14.604726
500.0,500,16.469902
500.0,500,17.637398
500.0,500,18.804828
500.0,500,19.947895
500.0,500,21.12256
500.0,500,22.22794
500.0,500,24.167081
500.0,500,25.339599
500.0,500,26.462738
500.0,500,27.643948
500.0,500,28.823354
500.0,500,29.95198
