#{"t_start": 1650971573.647895, "env_id": "CartPole-v1"}
r,l,t
36.0,36,0.098727
18.0,18,0.109495
59.0,59,0.254542
17.0,17,0.319634
36.0,36,0.395229
24.0,24,0.408586
41.0,41,0.541636
105.0,105,0.789046
44.0,44,0.867142
118.0,118,1.149701
101.0,101,1.37041
89.0,89,1.584358
175.0,175,1.951371
119.0,119,2.251787
164.0,164,2.61827
146.0,146,2.967527
213.0,213,3.468302
500.0,500,4.567787
202.0,202,5.063492
500.0,500,6.209508
500.0,500,8.149247
500.0,500,9.25996
500.0,500,10.394978
500.0,500,11.548953
500.0,500,12.665065
500.0,500,13.810093
500.0,500,14.908024
500.0,500,16.839675
500.0,500,17.995969
500.0,500,19.128443
500.0,500,20.307438
500.0,500,21.485191
500.0,500,22.598284
500.0,500,24.530224
500.0,500,25.657746
500.0,500,26.825075
500.0,500,28.00586
500.0,500,29.129795
500.0,500,30.322595
