#{"t_start": 1650971573.645003, "env_id": "CartPole-v1"}
r,l,t
28.0,28,0.035586
27.0,27,0.112954
40.0,40,0.191055
31.0,31,0.264639
28.0,28,0.335628
53.0,53,0.475652
54.0,54,0.630914
43.0,43,0.718476
24.0,24,0.787474
51.0,51,0.869382
65.0,65,1.013599
247.0,247,1.588871
178.0,178,2.012192
123.0,123,2.259952
153.0,153,2.620512
122.0,122,2.902857
192.0,192,3.334335
130.0,130,3.628683
340.0,340,4.412941
122.0,122,4.744791
199.0,199,5.19957
396.0,396,6.070334
500.0,500,8.008759
500.0,500,9.118683
500.0,500,10.256757
500.0,500,11.399391
500.0,500,12.504907
500.0,500,13.669548
500.0,500,14.821473
500.0,500,16.70023
500.0,500,17.85522
500.0,500,18.985139
500.0,500,20.166583
500.0,500,21.341525
500.0,500,22.446562
500.0,500,24.386539
500.0,500,25.560478
500.0,500,26.683047
500.0,500,27.862947
500.0,500,28.987304
500.0,500,30.17607
