#{"t_start": 1650971573.6488361, "env_id": "CartPole-v1"}
r,l,t
23.0,23,0.028587
18.0,18,0.100713
19.0,19,0.111861
25.0,25,0.181575
20.0,20,0.248777
18.0,18,0.259209
11.0,11,0.320956
13.0,13,0.328047
17.0,17,0.393138
28.0,28,0.408844
29.0,29,0.479611
87.0,87,0.716926
158.0,158,1.076804
88.0,88,1.291683
222.0,222,1.795259
195.0,195,2.244841
150.0,150,2.603664
131.0,131,2.890939
225.0,225,3.395132
202.0,202,3.835654
135.0,135,4.130066
148.0,148,4.482289
150.0,150,4.842211
500.0,500,5.993559
500.0,500,7.142943
500.0,500,9.041111
500.0,500,10.179999
500.0,500,11.321149
500.0,500,12.42409
500.0,500,13.59031
500.0,500,14.689293
500.0,500,16.621598
500.0,500,17.777761
500.0,500,18.889949
500.0,500,20.088966
500.0,500,21.263441
500.0,500,22.368097
500.0,500,24.308719
500.0,500,25.424111
500.0,500,26.605225
500.0,500,27.784933
500.0,500,28.90841
500.0,500,30.097922
