#{"t_start": 1650971573.645934, "env_id": "CartPole-v1"}
r,l,t
15.0,15,0.026332
12.0,12,0.034044
51.0,51,0.180661
12.0,12,0.187375
18.0,18,0.253584
15.0,15,0.262014
16.0,16,0.326564
40.0,40,0.404415
20.0,20,0.470231
31.0,31,0.542936
30.0,30,0.629038
58.0,58,0.725249
32.0,32,0.79852
163.0,163,1.214881
249.0,249,1.735722
173.0,173,2.171732
180.0,180,2.54826
131.0,131,2.836421
203.0,203,3.328073
116.0,116,3.560249
102.0,102,3.83212
186.0,186,4.207156
155.0,155,4.571592
148.0,148,4.981103
272.0,272,5.571068
500.0,500,6.717773
500.0,500,8.673724
500.0,500,9.75935
500.0,500,10.898354
500.0,500,12.00033
500.0,500,13.16724
500.0,500,14.31144
500.0,500,16.17957
500.0,500,17.349727
500.0,500,18.513422
500.0,500,19.656401
500.0,500,20.831947
500.0,500,21.939801
500.0,500,23.876851
500.0,500,25.051571
500.0,500,26.169736
500.0,500,27.339984
500.0,500,28.518181
500.0,500,29.644832
500.0,500,30.839677
