#{"t_start": 1650971573.643151, "env_id": "CartPole-v1"}
r,l,t
18.0,18,0.030747
29.0,29,0.11032
42.0,42,0.189437
33.0,33,0.264136
17.0,17,0.329245
18.0,18,0.339217
11.0,11,0.40104
18.0,18,0.410994
57.0,57,0.552897
32.0,32,0.644049
13.0,13,0.653527
32.0,32,0.729131
85.0,85,0.93977
91.0,91,1.15321
178.0,178,1.581579
134.0,134,1.872936
171.0,171,2.25475
143.0,143,2.609943
109.0,109,2.831245
176.0,176,3.198831
197.0,197,3.691856
165.0,165,4.056593
224.0,224,4.565814
163.0,163,4.983736
500.0,500,6.077582
500.0,500,8.015717
500.0,500,9.182337
500.0,500,10.263729
500.0,500,11.406493
500.0,500,12.589084
500.0,500,13.676509
500.0,500,14.828974
500.0,500,16.707596
500.0,500,17.862675
500.0,500,19.048986
500.0,500,20.173926
500.0,500,21.348947
500.0,500,22.511987
500.0,500,24.393873
500.0,500,25.567816
500.0,500,26.690399
500.0,500,27.870286
500.0,500,29.050304
500.0,500,30.183658
