#{"t_start": 1650969737.0345721, "env_id": "Pendulum-v1"}
r,l,t
-1307.748571,200,0.067999
-1609.398063,200,0.119028
-1130.630202,200,0.171741
-1060.54894,200,0.215048
-1159.434769,200,0.261285
-1200.763485,200,0.30688
-1613.072593,200,0.348939
-1295.826071,200,0.390447
-960.915319,200,0.434066
-980.56987,200,0.479861
-1221.50075,200,0.521883
-1587.700344,200,0.563548
-1676.666628,200,0.60521
-1279.416872,200,0.65064
-976.912137,200,0.69145
-856.910348,200,0.734657
-1175.995059,200,0.777281
-1168.997862,200,0.823321
-1212.166371,200,0.864768
-1175.973184,200,0.906597
-1000.282559,200,0.953599
-1213.457241,200,1.010701
-1076.163691,200,1.053963
-1135.5514,200,1.099707
-1661.554133,200,1.144402
-752.212218,200,1.191861
-1066.254867,200,1.241115
-911.917933,200,1.285697
-1641.445087,200,1.329582
-1520.244477,200,1.375144
-1493.283497,200,1.419598
-1272.073442,200,1.462186
-1389.9971,200,1.50834
-1136.006678,200,1.553679
-1337.648788,200,1.596575
-1059.345879,200,1.639815
-1095.862534,200,1.682404
-1426.931622,200,1.728101
-1091.141351,200,1.772168
-1537.094816,200,1.815272
-1723.335043,200,1.859209
-1430.67644,200,1.903996
-968.835065,200,1.944978
-986.773539,200,1.987205
-1033.261169,200,2.029239
-1361.367148,200,2.073845
-1107.961299,200,2.118203
-1167.688525,200,2.163873
-1370.270461,200,2.221329
-1003.037813,200,2.267438
-1423.938255,200,2.348422
-1700.917911,200,4.22142
-1808.80947,200,6.071978
-1486.443734,200,7.984584
-1456.139392,200,9.878579
-1348.634216,200,11.870286
-1129.884694,200,13.803722
-1067.760054,200,15.753874
-1511.191935,200,17.710167
-662.046793,200,19.691317
-406.265601,200,21.671477
-407.299442,200,23.695331
-8.169537,200,25.746554
-239.392232,200,27.720293
-128.86699,200,29.690496
-119.960459,200,31.698478
-125.012761,200,33.719264
-126.075618,200,35.752788
-0.270497,200,37.74756
-122.607499,200,39.792648
-327.596964,200,41.838798
-124.708262,200,43.871537
-1.532775,200,45.872674
-114.798686,200,47.908406
-126.324915,200,49.91409
-126.637592,200,52.017884
-1.180491,200,54.012741
-129.734049,200,56.040538
-123.96574,200,58.042527
-128.860392,200,60.016905
-130.255071,200,62.001461
-128.218413,200,64.016277
-130.460015,200,66.051305
-119.018641,200,68.09731
-240.727009,200,70.152521
-118.328476,200,72.196417
-128.676972,200,74.201029
-2.82158,200,76.226148
-120.229092,200,78.20503
-124.89397,200,80.18654
-125.767987,200,82.152683
-122.463749,200,84.171168
-2.712306,200,86.168162
-362.311733,200,88.218051
-232.476386,200,90.184302
-223.063205,200,92.188951
-126.850824,200,94.203525
-126.432574,200,96.270857
-302.673688,200,98.242534
-114.285633,200,100.275929
