#{"t_start": 1651076623.557363, "env_id": "HalfCheetah-v3"}
r,l,t
-395.165447,1000,0.331565
-225.619431,1000,0.637782
-426.907564,1000,0.939334
-207.060527,1000,1.260102
-267.815567,1000,1.587057
-254.566409,1000,1.887945
-337.609275,1000,2.2077
-353.382847,1000,2.514968
-288.32775,1000,2.825004
-446.194339,1000,3.127368
-309.966524,1000,20.744476
-264.301208,1000,39.620801
-199.862678,1000,58.241805
-199.644696,1000,76.008785
-235.958296,1000,93.716224
-240.119545,1000,111.416208
-257.226243,1000,129.089294
-227.692266,1000,146.774463
-253.678475,1000,164.487626
-254.322587,1000,182.23326
-321.999169,1000,199.975604
-245.512261,1000,217.755672
-180.399808,1000,235.537411
302.321419,1000,253.297509
659.75927,1000,271.011134
