#{"t_start": 1651061149.357283, "env_id": "CartPole-v1"}
r,l,t
27.0,27,0.037099
43.0,43,0.179577
26.0,26,0.194247
62.0,62,0.348476
29.0,29,0.430437
73.0,73,0.638161
74.0,74,0.791077
55.0,55,0.932269
119.0,119,1.162371
114.0,114,1.477145
102.0,102,1.701359
124.0,124,1.991974
98.0,98,2.214341
120.0,120,2.506229
186.0,186,2.937478
142.0,142,3.240506
252.0,252,3.835524
182.0,182,4.264595
500.0,500,5.407357
500.0,500,6.584377
500.0,500,8.568585
500.0,500,9.830706
500.0,500,11.044465
