#{"t_start": 1651061149.359154, "env_id": "CartPole-v1"}
r,l,t
24.0,24,0.033568
31.0,31,0.113034
12.0,12,0.176023
66.0,66,0.3306
26.0,26,0.347545
43.0,43,0.492989
27.0,27,0.564021
40.0,40,0.641564
45.0,45,0.722712
29.0,29,0.794385
152.0,152,1.153384
111.0,111,1.410103
167.0,167,1.838749
163.0,163,2.207082
141.0,141,2.510492
112.0,112,2.791667
52.0,52,2.875541
113.0,113,3.15964
148.0,148,3.476327
203.0,203,3.975619
304.0,304,4.641889
500.0,500,5.844917
500.0,500,7.011951
500.0,500,9.006925
500.0,500,10.281243
500.0,500,11.426778
