#{"t_start": 1651061149.354445, "env_id": "CartPole-v1"}
r,l,t
11.0,11,0.029449
32.0,32,0.110868
17.0,17,0.120399
23.0,23,0.189805
18.0,18,0.256549
48.0,48,0.344179
68.0,68,0.505728
32.0,32,0.579683
61.0,61,0.725029
37.0,37,0.801232
202.0,202,1.303607
124.0,124,1.619888
217.0,217,2.073678
70.0,70,2.224936
59.0,59,2.370397
149.0,149,2.729322
125.0,125,3.019173
164.0,164,3.390752
223.0,223,3.911555
365.0,365,4.721301
500.0,500,5.926304
500.0,500,7.092743
500.0,500,9.088207
500.0,500,10.365228
