#{"t_start": 1651061149.358237, "env_id": "CartPole-v1"}
r,l,t
20.0,20,0.03207
19.0,19,0.104881
24.0,24,0.118325
15.0,15,0.183241
13.0,13,0.190549
47.0,47,0.334337
28.0,28,0.417863
28.0,28,0.489227
67.0,67,0.63787
28.0,28,0.709668
52.0,52,0.794134
104.0,104,1.016563
146.0,146,1.402686
98.0,98,1.62494
144.0,144,1.982893
205.0,205,2.433567
127.0,127,2.723788
127.0,127,3.014815
152.0,152,3.379935
153.0,153,3.698196
224.0,224,4.205275
260.0,260,4.846506
500.0,500,5.997928
500.0,500,7.164934
500.0,500,9.160984
500.0,500,10.442176
