#{"t_start": 1651061149.3563561, "env_id": "CartPole-v1"}
r,l,t
13.0,13,0.029017
20.0,20,0.103346
11.0,11,0.109603
65.0,65,0.259442
50.0,50,0.350212
64.0,64,0.507109
44.0,44,0.643164
21.0,21,0.654836
37.0,37,0.787046
85.0,85,0.944738
139.0,139,1.301838
111.0,111,1.5559
167.0,167,1.926293
128.0,128,2.220312
133.0,133,2.519139
151.0,151,2.877049
137.0,137,3.174533
135.0,135,3.539351
233.0,233,4.054926
500.0,500,5.216272
500.0,500,6.370077
500.0,500,8.409409
500.0,500,9.598645
500.0,500,10.825045
