#{"t_start": 1650968600.9371, "env_id": "HalfCheetah-v3"}
r,l,t
-280.15522,1000,0.2936
-344.057018,1000,0.543255
-245.184729,1000,0.794072
-250.473911,1000,1.043883
-318.810571,1000,1.308698
-266.939262,1000,1.566514
-303.381822,1000,1.814278
-200.657808,1000,2.065603
-214.03586,1000,2.331609
-421.369976,1000,2.586028
-16.416114,1000,3.05505
-551.16546,1000,13.31518
-538.830611,1000,23.777996
-539.640683,1000,34.345224
-563.031102,1000,44.958528
-546.957083,1000,55.575888
-341.956284,1000,66.154671
-545.524012,1000,76.807809
-400.534622,1000,87.468233
-413.116168,1000,98.047278
432.763322,1000,108.662953
411.368555,1000,119.306507
822.089843,1000,129.888749
923.054457,1000,140.573943
1201.093193,1000,151.24602
1315.985046,1000,163.739831
764.133847,1000,174.408102
966.770147,1000,185.023473
1065.06825,1000,195.745175
2066.258899,1000,206.443045
2198.823189,1000,217.051682
2222.61185,1000,227.722593
591.390972,1000,238.372392
2795.483013,1000,248.968852
2431.551423,1000,259.685373
3136.117081,1000,270.523121
2996.820821,1000,281.184753
2660.771101,1000,291.84356
