#{"t_start": 1651139683.226146, "env_id": "CartPole-v1"}
r,l,t
10.0,10,0.065042
34.0,34,0.183764
18.0,18,0.193292
56.0,56,0.343262
23.0,23,0.416093
15.0,15,0.425254
22.0,22,0.495745
17.0,17,0.565545
16.0,16,0.575085
12.0,12,0.582593
16.0,16,0.649776
68.0,68,0.807776
18.0,18,0.876541
18.0,18,0.886748
16.0,16,0.959259
125.0,125,1.27406
201.0,201,1.753307
23.0,23,1.825659
114.0,114,2.096747
91.0,91,2.336605
139.0,139,2.651183
143.0,143,3.042792
264.0,264,3.698197
195.0,195,4.192281
158.0,158,4.584986
147.0,147,4.989409
142.0,142,5.396072
131.0,131,5.825268
155.0,155,6.411609
306.0,306,7.945884
500.0,500,10.202553
182.0,182,10.681819
500.0,500,12.387419
500.0,500,13.613311
500.0,500,14.882411
500.0,500,16.056951
500.0,500,17.357587
500.0,500,19.485089
500.0,500,20.927619
500.0,500,22.399998
500.0,500,23.968065
500.0,500,25.335513
500.0,500,26.598462
500.0,500,27.752377
500.0,500,29.761754
500.0,500,31.017822
500.0,500,32.196282
500.0,500,33.401117
500.0,500,34.634006
500.0,500,35.799983
