#{"t_start": 1651139683.2237818, "env_id": "CartPole-v1"}
r,l,t
13.0,13,0.068962
12.0,12,0.075525
19.0,19,0.186048
46.0,46,0.270215
19.0,19,0.340297
23.0,23,0.41367
13.0,13,0.420992
25.0,25,0.493506
23.0,23,0.566645
19.0,19,0.57803
25.0,25,0.650806
14.0,14,0.658789
32.0,32,0.738097
35.0,35,0.816315
30.0,30,0.892041
34.0,34,0.977021
29.0,29,1.059404
87.0,87,1.284451
114.0,114,1.594547
122.0,122,1.84242
123.0,123,2.18562
132.0,132,2.501139
151.0,151,2.884652
236.0,236,3.4611
190.0,190,3.94887
175.0,175,4.42757
96.0,96,4.66141
117.0,117,4.975346
151.0,151,5.40072
32.0,32,5.495246
135.0,135,6.108359
148.0,148,6.74917
281.0,281,7.952849
500.0,500,10.279334
500.0,500,11.4853
500.0,500,13.231759
500.0,500,14.427842
500.0,500,15.661374
500.0,500,16.953608
500.0,500,18.153154
500.0,500,20.273339
500.0,500,21.921738
500.0,500,23.264657
500.0,500,24.88393
500.0,500,26.149966
500.0,500,27.352511
500.0,500,29.403001
500.0,500,30.575408
500.0,500,31.796022
500.0,500,33.018233
500.0,500,34.19161
500.0,500,35.407463
