#{"t_start": 1651135512.250746, "env_id": "CartPole-v1"}
r,l,t
16.0,16,0.088548
27.0,27,0.203893
25.0,25,0.279108
72.0,72,0.432382
180.0,180,0.815505
179.0,179,1.263422
112.0,112,1.546273
98.0,98,1.76432
95.0,95,1.9878
230.0,230,2.505761
170.0,170,2.871607
177.0,177,3.342608
241.0,241,3.863156
262.0,262,4.454531
267.0,267,5.104954
185.0,185,5.485595
500.0,500,6.657204
500.0,500,8.702024
500.0,500,9.821161
500.0,500,11.055766
500.0,500,12.234522
500.0,500,13.377576
500.0,500,14.568638
500.0,500,16.556391
500.0,500,17.767037
500.0,500,18.964215
500.0,500,20.129258
500.0,500,21.310818
500.0,500,22.518521
500.0,500,23.673038
500.0,500,25.627363
500.0,500,26.763374
500.0,500,27.988786
500.0,500,29.185953
500.0,500,30.331404
500.0,500,31.552252
