#{"t_start": 1651135512.249742, "env_id": "CartPole-v1"}
r,l,t
14.0,14,0.088483
15.0,15,0.097659
26.0,26,0.213851
34.0,34,0.291837
30.0,30,0.365021
34.0,34,0.440448
96.0,96,0.665923
64.0,64,0.812394
124.0,124,1.109791
190.0,190,1.556065
132.0,132,1.847141
254.0,254,2.436932
260.0,260,3.062614
186.0,186,3.499533
105.0,105,3.720945
50.0,50,3.859635
495.0,495,4.970264
175.0,175,5.401076
500.0,500,6.51721
500.0,500,8.563235
500.0,500,9.736339
500.0,500,10.866259
500.0,500,12.09514
500.0,500,13.293677
500.0,500,14.422244
500.0,500,16.470864
500.0,500,17.625286
500.0,500,18.810294
500.0,500,20.043156
500.0,500,21.170014
500.0,500,22.374982
500.0,500,23.587779
500.0,500,25.485889
500.0,500,26.678907
500.0,500,27.844041
500.0,500,29.035838
500.0,500,30.247187
500.0,500,31.408683
