#{"t_start": 1651135512.248808, "env_id": "CartPole-v1"}
r,l,t
56.0,56,0.215535
9.0,9,0.278896
44.0,44,0.360235
16.0,16,0.369278
95.0,95,0.592729
207.0,207,1.105315
154.0,154,1.476528
114.0,114,1.703816
123.0,123,1.997626
101.0,101,2.220392
261.0,261,2.806038
207.0,207,3.347781
208.0,208,3.794545
147.0,147,4.158021
500.0,500,5.323913
500.0,500,6.437047
500.0,500,8.486407
500.0,500,9.600198
500.0,500,10.784505
500.0,500,12.017486
500.0,500,13.158141
500.0,500,14.342795
500.0,500,15.605105
500.0,500,17.533294
500.0,500,18.731242
500.0,500,19.901604
500.0,500,21.0906
500.0,500,22.295837
500.0,500,23.450426
500.0,500,25.406227
500.0,500,26.600946
500.0,500,27.76496
500.0,500,28.953211
500.0,500,30.110568
500.0,500,31.329433
