#{"t_start": 1651135512.2465138, "env_id": "CartPole-v1"}
r,l,t
10.0,10,0.089429
19.0,19,0.100646
24.0,24,0.215527
9.0,9,0.222374
44.0,44,0.360745
37.0,37,0.438326
33.0,33,0.515098
36.0,36,0.590549
109.0,109,0.875707
161.0,161,1.258128
98.0,98,1.478092
90.0,90,1.63709
121.0,121,1.92583
113.0,113,2.214547
318.0,318,2.946623
278.0,278,3.579317
59.0,59,3.721413
500.0,500,4.888142
198.0,198,5.334521
500.0,500,6.505467
500.0,500,8.496588
500.0,500,9.667237
500.0,500,10.852804
500.0,500,12.028114
500.0,500,13.225973
500.0,500,14.353535
500.0,500,16.400782
500.0,500,17.61326
500.0,500,18.741629
500.0,500,19.97337
500.0,500,21.158203
500.0,500,22.306444
500.0,500,23.519311
500.0,500,25.416737
500.0,500,26.611461
500.0,500,27.832435
500.0,500,28.964822
500.0,500,30.178094
500.0,500,31.396496
