#{"t_start": 1651135512.252542, "env_id": "CartPole-v1"}
r,l,t
13.0,13,0.08516
31.0,31,0.202937
15.0,15,0.214314
16.0,16,0.281389
31.0,31,0.354863
20.0,20,0.366265
286.0,286,1.035799
233.0,233,1.617133
175.0,175,1.99516
207.0,207,2.500094
211.0,211,2.950354
161.0,161,3.350446
148.0,148,3.70889
36.0,36,3.784284
103.0,103,4.013041
449.0,449,5.039752
179.0,179,5.4721
500.0,500,6.586567
500.0,500,8.632101
500.0,500,9.807098
500.0,500,10.946876
500.0,500,12.164718
500.0,500,13.363663
500.0,500,14.496665
500.0,500,16.542666
500.0,500,17.695781
500.0,500,18.881136
500.0,500,20.115424
500.0,500,21.240826
500.0,500,22.445987
500.0,500,23.658996
500.0,500,25.556313
500.0,500,26.749198
500.0,500,27.916071
500.0,500,29.113457
500.0,500,30.317668
500.0,500,31.48143
