#{"t_start": 1651080907.9612532, "env_id": "HalfCheetah-v3"}
r,l,t
-226.582541,1000,0.33359
-397.511387,1000,0.628802
-204.078284,1000,0.963024
-345.888666,1000,1.276909
-294.81885,1000,1.582703
-366.351762,1000,1.884487
-220.30507,1000,2.178992
-231.949374,1000,2.47492
-303.12488,1000,2.775983
-197.472732,1000,3.083114
-154.261307,1000,20.364766
-198.390692,1000,37.851288
-201.51228,1000,55.38365
-75.699152,1000,72.93275
-265.027334,1000,90.45785
-210.67709,1000,108.059871
-375.500792,1000,125.604105
-216.069888,1000,143.120982
-132.009951,1000,160.845958
-484.947931,1000,178.503439
-337.423312,1000,196.079627
-223.676162,1000,213.63412
-43.738606,1000,231.213786
251.04355,1000,248.723136
100.567585,1000,266.30842
-10.761613,1000,286.198259
-27.355666,1000,303.752552
-97.857758,1000,321.370748
3.312843,1000,338.961384
658.979526,1000,356.525021
741.666606,1000,374.113627
1004.300845,1000,391.699677
1201.01064,1000,409.273052
1548.449743,1000,426.862207
1843.794488,1000,444.458965
2085.314687,1000,462.195253
2278.350103,1000,479.805593
2435.167181,1000,497.354984
2574.704767,1000,514.883449
2643.845676,1000,532.455323
2429.068373,1000,549.984402
2633.46717,1000,567.566611
2816.27397,1000,585.085795
2754.118592,1000,602.669665
2738.795078,1000,620.293131
2876.917784,1000,637.811172
3019.928237,1000,655.357187
3141.959951,1000,672.879187
-316.176095,1000,690.406846
3248.294928,1000,707.913715
3287.441393,1000,727.723186
3424.214087,1000,745.231176
3570.260767,1000,762.854668
3743.863608,1000,780.480083
3724.052986,1000,798.091407
3679.209141,1000,815.689329
3904.427963,1000,833.304266
3784.230822,1000,850.884711
3995.19112,1000,868.515531
3689.699321,1000,886.008171
3702.341701,1000,903.565931
3816.574249,1000,921.027894
3993.224877,1000,938.537503
3753.989702,1000,956.090945
3886.088409,1000,973.616358
3966.182568,1000,991.22818
3867.034275,1000,1008.72181
3975.147466,1000,1026.288228
4144.242779,1000,1043.875708
4064.687035,1000,1061.445148
4215.768348,1000,1078.94934
4327.826011,1000,1096.53945
3953.583599,1000,1114.082905
4290.216767,1000,1131.67841
4405.174256,1000,1149.286804
4336.145143,1000,1169.054658
4252.569484,1000,1186.633938
4437.737766,1000,1204.153894
4302.456745,1000,1221.630958
4374.543729,1000,1239.173233
4476.970298,1000,1256.6756
4489.116203,1000,1274.16926
4470.573231,1000,1291.688905
4352.21325,1000,1309.252313
4547.290655,1000,1326.805239
4594.989515,1000,1344.375224
4607.311032,1000,1362.083195
4748.91392,1000,1379.658781
4812.873586,1000,1397.228458
4453.855659,1000,1414.819137
4668.739,1000,1432.363566
4723.979232,1000,1449.975755
4573.1589,1000,1467.496666
4652.835091,1000,1485.180197
4801.53165,1000,1502.742977
4776.35963,1000,1520.37525
4683.636046,1000,1538.11901
4878.919587,1000,1555.803942
4917.143261,1000,1573.41633
4738.876203,1000,1591.063181
4954.292339,1000,1610.905167
4944.303839,1000,1628.542533
4813.025386,1000,1646.522244
4994.620558,1000,1664.255345
4971.941271,1000,1681.895769
5049.348822,1000,1699.573393
5008.589964,1000,1717.202757
4935.496784,1000,1734.88086
5096.87247,1000,1752.510621
5038.777271,1000,1770.146617
4808.92009,1000,1787.757165
5052.848388,1000,1805.361473
4993.379071,1000,1822.964934
4952.483284,1000,1840.618279
5167.902571,1000,1858.212034
5172.530935,1000,1875.855406
5290.671348,1000,1893.550559
5142.207253,1000,1911.226488
5107.357794,1000,1928.874352
4911.777189,1000,1946.609307
5120.242614,1000,1964.325678
5049.053502,1000,1981.984521
5236.266285,1000,1999.515462
5249.957567,1000,2017.156539
5311.327569,1000,2034.789207
5264.990685,1000,2054.676919
5130.385586,1000,2072.382559
5195.138821,1000,2090.019561
5281.006345,1000,2107.65795
5189.701025,1000,2125.273356
5260.094854,1000,2142.871961
5237.578856,1000,2160.525191
5252.013196,1000,2178.173318
5322.097152,1000,2195.713144
5349.029603,1000,2213.359866
5332.779918,1000,2231.02025
5332.558799,1000,2248.669039
5220.677396,1000,2266.387279
5366.088294,1000,2284.039771
5458.203994,1000,2301.724258
5308.242795,1000,2319.400952
5416.27005,1000,2337.010317
5455.807538,1000,2354.605413
5428.170264,1000,2372.17579
5553.234716,1000,2389.842666
5572.526794,1000,2407.498873
5457.595784,1000,2425.115072
5433.382711,1000,2442.68377
5268.326384,1000,2460.405927
5497.759266,1000,2478.006695
5387.283626,1000,2497.971107
5402.399638,1000,2515.574884
5375.697927,1000,2533.280544
5428.317465,1000,2550.874691
5518.655697,1000,2568.503367
5536.497248,1000,2586.239166
5515.660579,1000,2603.884878
5583.256487,1000,2621.527263
5407.938984,1000,2639.116565
5371.504738,1000,2656.730156
5635.443887,1000,2674.340084
5684.570511,1000,2691.945885
5578.601784,1000,2709.54759
5622.159228,1000,2727.129634
5515.931564,1000,2744.799799
5638.803606,1000,2762.421996
5633.163626,1000,2780.06327
5601.311142,1000,2797.70016
5688.924328,1000,2815.416472
5813.535821,1000,2833.327129
5665.712841,1000,2851.030133
5743.250314,1000,2868.87577
5641.569426,1000,2886.583807
5731.073603,1000,2904.217013
5697.129014,1000,2921.83719
5510.406313,1000,2941.724831
5783.9593,1000,2959.398743
5660.135111,1000,2976.950402
5469.908033,1000,2994.617401
5839.291837,1000,3012.281985
5690.585224,1000,3029.960749
5756.224493,1000,3047.543957
5674.245219,1000,3065.181534
5726.740442,1000,3082.81872
5732.836257,1000,3100.433704
5706.056179,1000,3118.010888
5637.17928,1000,3135.689356
5766.203564,1000,3153.419611
5747.023779,1000,3171.07665
5821.58197,1000,3188.717912
5875.902772,1000,3206.342855
5782.762979,1000,3224.055872
5838.149464,1000,3241.695353
5878.961742,1000,3259.274556
5882.462517,1000,3277.157866
