#{"t_start": 1649920562.634509, "env_id": "CartPole-v1"}
r,l,t
22.0,22,2.372547
14.0,14,2.471175
30.0,30,2.542372
50.0,50,2.623661
29.0,29,2.692473
154.0,154,3.047842
256.0,256,3.617454
101.0,101,3.835451
166.0,166,4.197341
147.0,147,4.559882
44.0,44,4.647345
133.0,133,4.949502
118.0,118,5.273252
28.0,28,5.366168
140.0,140,5.702229
500.0,500,7.062774
194.0,194,7.510995
188.0,188,7.941435
500.0,500,9.0189
500.0,500,11.014114
256.0,256,11.614841
500.0,500,12.870474
500.0,500,14.006202
500.0,500,15.153488
500.0,500,16.29752
500.0,500,17.387904
500.0,500,19.398716
500.0,500,20.595399
500.0,500,21.790347
500.0,500,23.016966
500.0,500,24.201116
500.0,500,25.415237
500.0,500,27.505877
500.0,500,28.691055
500.0,500,29.890937
500.0,500,31.030381
500.0,500,32.248826
500.0,500,33.44722
