#{"t_start": 1649920562.555308, "env_id": "CartPole-v1"}
r,l,t
12.0,12,2.44635
19.0,19,2.457061
30.0,30,2.563216
18.0,18,2.628442
19.0,19,2.693118
124.0,124,2.92231
126.0,126,3.207483
224.0,224,3.705293
128.0,128,3.991779
204.0,204,4.496951
159.0,159,4.859846
118.0,118,5.10025
132.0,132,5.526449
146.0,146,5.855265
500.0,500,7.219889
198.0,198,7.660444
233.0,233,8.170635
458.0,458,9.171957
500.0,500,11.170212
500.0,500,12.410035
500.0,500,13.57047
500.0,500,14.726843
500.0,500,15.876005
500.0,500,16.964344
500.0,500,18.913362
500.0,500,20.079132
500.0,500,21.338341
500.0,500,22.516585
500.0,500,23.745229
500.0,500,24.940049
500.0,500,26.227736
500.0,500,28.208696
500.0,500,29.440947
500.0,500,30.583305
500.0,500,31.775759
500.0,500,32.99037
500.0,500,34.140958
