#{"t_start": 1649920562.541023, "env_id": "CartPole-v1"}
r,l,t
12.0,12,2.460558
17.0,17,2.469743
17.0,17,2.569631
65.0,65,2.714255
28.0,28,2.782671
54.0,54,2.921614
118.0,118,3.147365
249.0,249,3.71355
220.0,220,4.214239
172.0,172,4.58936
143.0,143,4.951685
129.0,129,5.265255
144.0,144,5.638597
483.0,483,6.929748
211.0,211,7.460895
212.0,212,7.959561
500.0,500,9.037064
500.0,500,11.0242
500.0,500,12.178731
477.0,477,13.343928
500.0,500,14.524379
500.0,500,15.672978
500.0,500,16.76086
500.0,500,18.692179
500.0,500,19.867395
500.0,500,21.129337
500.0,500,22.314569
500.0,500,23.54013
500.0,500,24.738003
500.0,500,26.012858
500.0,500,27.970397
500.0,500,29.221295
500.0,500,30.377492
500.0,500,31.562973
500.0,500,32.778284
500.0,500,33.924514
