#{"t_start": 1649920562.568966, "env_id": "CartPole-v1"}
r,l,t
25.0,25,2.439614
21.0,21,2.541779
22.0,22,2.608971
21.0,21,2.619936
35.0,35,2.693252
36.0,36,2.765448
96.0,96,2.981114
225.0,225,3.535803
192.0,192,3.964048
290.0,290,4.622155
149.0,149,4.93333
115.0,115,5.239205
134.0,134,5.606281
170.0,170,6.065622
438.0,438,7.212209
222.0,222,7.720339
260.0,260,8.296849
484.0,484,9.367431
203.0,203,10.688828
311.0,311,11.376193
500.0,500,12.650454
500.0,500,13.841991
500.0,500,14.931667
500.0,500,16.079352
500.0,500,17.170709
500.0,500,19.138759
500.0,500,20.38156
500.0,500,21.561238
500.0,500,22.738402
500.0,500,24.010464
500.0,500,25.146911
500.0,500,27.266504
500.0,500,28.448974
500.0,500,29.649977
500.0,500,30.850018
500.0,500,32.001571
500.0,500,33.213962
500.0,500,34.412337
