#{"t_start": 1649920562.609789, "env_id": "CartPole-v1"}
r,l,t
14.0,14,2.393039
16.0,16,2.401809
30.0,30,2.508239
25.0,25,2.577099
28.0,28,2.646666
58.0,58,2.786022
72.0,72,2.933714
119.0,119,3.214404
145.0,145,3.508574
180.0,180,3.930553
293.0,293,4.590918
116.0,116,4.88368
182.0,182,5.308966
179.0,179,5.799733
102.0,102,6.111773
380.0,380,7.091681
229.0,229,7.611937
221.0,221,8.1156
476.0,476,9.180509
500.0,500,11.180997
500.0,500,12.36729
423.0,423,13.357903
500.0,500,14.52998
500.0,500,15.679642
500.0,500,16.76706
500.0,500,18.714332
500.0,500,19.929888
500.0,500,21.136727
500.0,500,22.320483
500.0,500,23.549073
500.0,500,24.743803
500.0,500,26.027653
500.0,500,27.977534
500.0,500,29.233472
500.0,500,30.440062
500.0,500,31.576437
500.0,500,32.785906
500.0,500,33.934467
