#{"t_start": 1652090412.47424, "env_id": "CartPole-v1"}
r,l,t
16.0,16,0.054857
10.0,10,0.060158
20.0,20,0.143824
12.0,12,0.150094
17.0,17,0.21887
19.0,19,0.229759
20.0,20,0.323852
64.0,64,0.482788
55.0,55,0.631047
77.0,77,0.790826
21.0,21,0.862455
253.0,253,1.465128
111.0,111,1.700271
168.0,168,2.089182
60.0,60,2.236114
151.0,151,2.618435
126.0,126,2.91428
122.0,122,3.21442
500.0,500,4.362469
95.0,95,4.597648
118.0,118,4.928146
127.0,127,5.236936
138.0,138,5.539267
136.0,136,5.896763
135.0,135,6.195262
144.0,144,6.502
157.0,157,6.880495
216.0,216,7.439354
500.0,500,9.064176
500.0,500,10.194289
500.0,500,11.356734
500.0,500,12.464302
500.0,500,13.624636
500.0,500,14.788554
500.0,500,16.626588
500.0,500,17.792232
500.0,500,18.954657
500.0,500,20.05774
500.0,500,21.216327
500.0,500,22.336603
500.0,500,24.220354
500.0,500,25.382265
500.0,500,26.485842
500.0,500,27.649243
500.0,500,28.810127
500.0,500,29.914378
