#{"t_start": 1652090412.478867, "env_id": "CartPole-v1"}
r,l,t
23.0,23,0.053934
19.0,19,0.136578
15.0,15,0.144977
28.0,28,0.220059
47.0,47,0.389902
59.0,59,0.486196
21.0,21,0.556378
47.0,47,0.698279
26.0,26,0.712466
17.0,17,0.781784
25.0,25,0.855701
163.0,163,1.231585
174.0,174,1.621093
113.0,113,1.921484
91.0,91,2.145705
88.0,88,2.306888
130.0,130,2.620612
205.0,205,3.131541
236.0,236,3.678132
77.0,77,3.893553
125.0,125,4.190956
83.0,83,4.352503
77.0,77,4.577222
124.0,124,4.843328
86.0,86,5.084672
184.0,184,5.525584
134.0,134,5.825878
144.0,144,6.185361
181.0,181,6.570281
155.0,155,6.946441
203.0,203,7.441138
500.0,500,9.066377
500.0,500,10.253307
500.0,500,11.358714
500.0,500,12.522449
500.0,500,13.626553
500.0,500,14.790541
500.0,500,16.684317
500.0,500,17.794211
500.0,500,18.95673
500.0,500,20.115405
500.0,500,21.218525
500.0,500,22.394594
500.0,500,24.22258
500.0,500,25.38461
500.0,500,26.543299
500.0,500,27.651222
500.0,500,28.812143
500.0,500,29.972226
