#{"t_start": 1652090412.476077, "env_id": "CartPole-v1"}
r,l,t
24.0,24,0.057301
19.0,19,0.139906
13.0,13,0.14715
33.0,33,0.22525
53.0,53,0.398399
42.0,42,0.484439
33.0,33,0.561687
153.0,153,0.937219
237.0,237,1.475982
108.0,108,1.774801
130.0,130,2.077561
68.0,68,2.228912
135.0,135,2.54508
145.0,145,2.908673
183.0,183,3.305027
206.0,206,3.825295
180.0,180,4.270424
183.0,183,4.672764
118.0,118,5.011958
182.0,182,5.45027
145.0,145,5.758069
167.0,167,6.128931
151.0,151,6.496427
179.0,179,6.943841
192.0,192,7.432587
500.0,500,9.001428
500.0,500,10.18744
500.0,500,11.349736
490.0,490,12.452206
363.0,363,13.258781
500.0,500,14.422058
500.0,500,16.262349
500.0,500,17.42542
500.0,500,18.589499
500.0,500,19.69267
500.0,500,20.850759
500.0,500,22.018117
500.0,500,23.854804
500.0,500,25.016714
500.0,500,26.121497
500.0,500,27.283931
500.0,500,28.444503
500.0,500,29.548474
500.0,500,30.714703
