#{"t_start": 1652090412.477914, "env_id": "CartPole-v1"}
r,l,t
13.0,13,0.049297
13.0,13,0.056586
19.0,19,0.139417
14.0,14,0.147139
17.0,17,0.215958
12.0,12,0.222832
12.0,12,0.308213
13.0,13,0.318956
20.0,20,0.391551
17.0,17,0.401623
136.0,136,0.714036
31.0,31,0.791533
171.0,171,1.231234
144.0,144,1.545292
131.0,131,1.858092
158.0,158,2.231358
132.0,132,2.546001
130.0,130,2.843221
141.0,141,3.21218
163.0,163,3.597026
91.0,91,3.821162
137.0,137,4.127346
183.0,183,4.583041
92.0,92,4.815701
146.0,146,5.162916
142.0,142,5.523535
150.0,150,5.832721
127.0,127,6.125986
142.0,142,6.488621
173.0,173,6.875661
199.0,199,7.367183
500.0,500,8.994098
500.0,500,10.179835
500.0,500,11.287169
500.0,500,12.450482
500.0,500,13.610552
500.0,500,14.7186
500.0,500,16.61259
500.0,500,17.721967
500.0,500,18.884954
500.0,500,20.043657
500.0,500,21.145401
500.0,500,22.322753
500.0,500,24.206387
500.0,500,25.312918
500.0,500,26.472001
500.0,500,27.580145
500.0,500,28.74078
500.0,500,29.900598
