#{"t_start": 1652090412.4723358, "env_id": "CartPole-v1"}
r,l,t
10.0,10,0.053075
18.0,18,0.063126
14.0,14,0.142956
26.0,26,0.216558
13.0,13,0.224166
33.0,33,0.325561
18.0,18,0.39617
17.0,17,0.406469
35.0,35,0.488037
75.0,75,0.704617
57.0,57,0.796359
119.0,119,1.095164
177.0,177,1.540006
74.0,74,1.697234
128.0,128,2.003743
127.0,127,2.304285
162.0,162,2.69314
210.0,210,3.211162
234.0,234,3.752808
64.0,64,3.903759
85.0,85,4.063385
168.0,168,4.509097
100.0,100,4.74736
132.0,132,5.089281
184.0,184,5.530164
132.0,132,5.829515
120.0,120,6.118999
154.0,154,6.429041
179.0,179,6.878179
239.0,239,7.449743
500.0,500,9.075158
500.0,500,10.262107
500.0,500,11.367484
419.0,419,12.31878
500.0,500,13.479787
500.0,500,14.642025
500.0,500,16.481668
500.0,500,17.645498
500.0,500,18.809177
500.0,500,19.911943
500.0,500,21.069686
500.0,500,22.187084
500.0,500,24.075012
500.0,500,25.237267
500.0,500,26.341184
500.0,500,27.504355
500.0,500,28.664449
500.0,500,29.768815
