#{"t_start": 1650885980.486491, "env_id": "CartPole-v1"}
r,l,t
36.0,36,1.37684
98.0,98,1.600692
23.0,23,1.613659
20.0,20,1.680339
37.0,37,1.756734
123.0,123,2.05048
57.0,57,2.201307
39.0,39,2.278711
260.0,260,2.875596
86.0,86,3.105373
105.0,105,3.346245
83.0,83,3.564062
131.0,131,3.871057
133.0,133,4.167631
185.0,185,4.616618
212.0,212,5.079941
306.0,306,5.834048
345.0,345,6.653789
64.0,64,6.803378
221.0,221,7.382809
357.0,357,8.208484
500.0,500,9.887714
500.0,500,11.21377
500.0,500,12.534042
500.0,500,13.723463
500.0,500,14.977197
500.0,500,16.201811
500.0,500,18.218081
500.0,500,19.490025
500.0,500,20.68845
500.0,500,21.996139
500.0,500,23.215155
500.0,500,24.392424
500.0,500,26.47594
500.0,500,27.706932
500.0,500,28.873521
500.0,500,30.126188
500.0,500,31.290963
500.0,500,32.567789
500.0,500,33.846381
