#{"t_start": 1650885980.430781, "env_id": "CartPole-v1"}
r,l,t
12.0,12,1.356924
13.0,13,1.363738
29.0,29,1.441794
14.0,14,1.507406
24.0,24,1.520648
27.0,27,1.59131
18.0,18,1.65811
19.0,19,1.6687
33.0,33,1.742789
27.0,27,1.813609
90.0,90,2.032641
94.0,94,2.260468
100.0,100,2.484917
401.0,401,3.468523
73.0,73,3.631952
146.0,146,3.938328
44.0,44,4.075087
200.0,200,4.524967
106.0,106,4.758409
339.0,339,5.582995
478.0,478,6.713847
166.0,166,7.0917
414.0,414,8.117741
190.0,190,8.570168
500.0,500,10.336763
500.0,500,11.609974
500.0,500,12.903725
500.0,500,14.15968
500.0,500,15.35094
500.0,500,16.57099
500.0,500,18.587883
500.0,500,19.861749
500.0,500,21.140059
500.0,500,22.368155
500.0,500,23.584449
500.0,500,24.819561
500.0,500,26.847777
500.0,500,28.073613
500.0,500,29.264495
500.0,500,30.495695
500.0,500,31.724806
500.0,500,32.942841
