#{"t_start": 1650885980.458783, "env_id": "CartPole-v1"}
r,l,t
12.0,12,1.329015
21.0,21,1.402829
10.0,10,1.408077
32.0,32,1.483427
33.0,33,1.557242
35.0,35,1.633616
49.0,49,1.716488
47.0,47,1.855847
55.0,55,1.99807
54.0,54,2.084286
34.0,34,2.163798
45.0,45,2.302884
114.0,114,2.536834
155.0,155,2.90497
109.0,109,3.216773
66.0,66,3.366656
82.0,82,3.527567
57.0,57,3.680377
74.0,74,3.832878
137.0,137,4.190092
214.0,214,4.654704
386.0,386,5.561757
305.0,305,6.312485
199.0,199,6.764035
131.0,131,7.065467
87.0,87,7.342395
356.0,356,8.165949
500.0,500,9.903471
500.0,500,11.166653
500.0,500,12.491163
500.0,500,13.737124
500.0,500,14.932847
500.0,500,16.155779
500.0,500,18.175086
500.0,500,19.440242
500.0,500,20.703151
500.0,500,21.952746
500.0,500,23.17055
500.0,500,24.407457
500.0,500,26.432119
500.0,500,27.66355
500.0,500,28.827414
500.0,500,30.083685
500.0,500,31.305882
500.0,500,32.525298
500.0,500,33.802519
