#{"t_start": 1650885980.444572, "env_id": "CartPole-v1"}
r,l,t
15.0,15,1.344741
16.0,16,1.353265
15.0,15,1.423868
56.0,56,1.567941
23.0,23,1.580845
15.0,15,1.646135
22.0,22,1.713793
16.0,16,1.722836
15.0,15,1.786785
30.0,30,1.803669
68.0,68,2.010511
36.0,36,2.086696
33.0,33,2.165161
37.0,37,2.244893
33.0,33,2.318824
293.0,293,2.990851
86.0,86,3.233227
116.0,116,3.470419
121.0,121,3.770595
86.0,86,3.98758
252.0,252,4.584126
158.0,158,4.96195
500.0,500,6.11046
261.0,261,6.708803
130.0,130,7.066705
275.0,275,7.7307
403.0,403,8.703392
500.0,500,10.411889
500.0,500,11.770894
500.0,500,13.041448
500.0,500,14.251324
500.0,500,15.483422
500.0,500,16.645482
500.0,500,18.732943
500.0,500,19.997726
500.0,500,21.258991
500.0,500,22.500123
500.0,500,23.720246
500.0,500,24.900102
500.0,500,26.982773
500.0,500,28.149445
500.0,500,29.414987
500.0,500,30.63038
500.0,500,31.82066
500.0,500,33.08526
