#{"t_start": 1650885980.471863, "env_id": "CartPole-v1"}
r,l,t
12.0,12,1.315988
18.0,18,1.32542
19.0,19,1.398233
14.0,14,1.405685
53.0,53,1.548588
14.0,14,1.61305
55.0,55,1.699442
56.0,56,1.843941
53.0,53,1.985065
40.0,40,2.063362
38.0,38,2.145282
35.0,35,2.223272
132.0,132,2.522624
143.0,143,2.88391
118.0,118,3.131489
82.0,82,3.359682
89.0,89,3.589244
152.0,152,3.955466
119.0,119,4.187847
211.0,211,4.708038
145.0,145,5.020058
265.0,265,5.696816
470.0,470,6.755467
199.0,199,7.306335
357.0,357,8.147142
98.0,98,8.376246
367.0,367,9.752108
500.0,500,11.035417
500.0,500,12.395017
500.0,500,13.57996
500.0,500,14.834952
500.0,500,16.001906
500.0,500,18.078942
500.0,500,19.336303
500.0,500,20.54077
500.0,500,21.855164
500.0,500,23.069608
500.0,500,24.243859
500.0,500,25.508879
500.0,500,27.507918
500.0,500,28.73114
500.0,500,29.98695
500.0,500,31.148843
500.0,500,32.425032
500.0,500,33.703903
