#{"t_start": 1650885980.5121531, "env_id": "CartPole-v1"}
r,l,t
25.0,25,1.282493
18.0,18,1.354808
38.0,38,1.433414
34.0,34,1.507739
58.0,58,1.652417
52.0,52,1.794799
63.0,63,1.884812
28.0,28,1.956725
51.0,51,2.10206
31.0,31,2.178026
43.0,43,2.257751
25.0,25,2.326951
224.0,224,2.84811
134.0,134,3.173829
127.0,127,3.473075
51.0,51,3.62292
113.0,113,3.854511
181.0,181,4.289811
166.0,166,4.672802
500.0,500,5.883461
316.0,316,6.627467
54.0,54,6.714608
391.0,391,7.730374
374.0,374,8.567955
500.0,500,10.336877
500.0,500,11.694865
500.0,500,12.904888
500.0,500,14.176309
500.0,500,15.350271
500.0,500,16.57016
500.0,500,18.657082
500.0,500,19.864711
500.0,500,21.183064
500.0,500,22.424514
500.0,500,23.584034
500.0,500,24.824709
500.0,500,26.849286
500.0,500,28.074029
500.0,500,29.339376
500.0,500,30.495858
500.0,500,31.740746
500.0,500,33.009823
