#{"t_start": 1650344713.6634219, "env_id": "HalfCheetah-v3"}
r,l,t
-285.198375,1000,0.334161
-317.485195,1000,0.6387
-406.229553,1000,0.928309
-248.512869,1000,1.2166
-200.875485,1000,1.519577
-234.308053,1000,1.804581
-179.332469,1000,2.094147
-357.305982,1000,2.378514
-258.259967,1000,2.66691
-228.337642,1000,2.949818
-285.874172,1000,24.445042
-176.776334,1000,41.6812
-264.823764,1000,58.887394
-231.809939,1000,76.094545
-204.225949,1000,93.265693
-183.079565,1000,110.471914
-233.573537,1000,127.695122
-232.266738,1000,144.905099
-207.992852,1000,162.141287
-133.73065,1000,179.314993
-95.42902,1000,200.848148
-114.509521,1000,218.057229
-111.05333,1000,235.278217
-54.256828,1000,252.502951
-100.268499,1000,269.695102
200.336327,1000,286.867735
286.676496,1000,304.004089
345.452768,1000,321.173142
887.453633,1000,338.347836
794.099241,1000,355.510553
948.884108,1000,376.986142
1196.440882,1000,394.205243
1333.984273,1000,411.414158
1609.996425,1000,428.633116
400.389571,1000,445.80858
1971.639144,1000,463.048366
54.323731,1000,480.234817
1077.079845,1000,497.395604
2774.156642,1000,514.576752
3037.646992,1000,531.740016
2422.921335,1000,553.168644
3317.443061,1000,570.340888
888.046392,1000,587.595703
3432.054514,1000,604.784392
3506.222986,1000,621.996811
3542.05758,1000,639.166495
3564.777342,1000,656.33798
3697.231069,1000,673.512121
3751.702109,1000,690.660551
3608.550126,1000,707.822588
3757.406317,1000,729.248987
3886.832212,1000,746.406264
3910.012753,1000,763.693961
4033.152061,1000,780.891309
3195.620765,1000,798.082151
1695.878215,1000,815.252399
4132.049014,1000,832.428855
4114.586393,1000,849.573522
4241.721077,1000,866.795085
4258.803603,1000,883.951066
4331.503515,1000,905.456061
4366.592525,1000,922.631455
4364.803715,1000,939.814415
4415.694574,1000,956.998903
4501.320424,1000,974.361029
4381.332811,1000,991.603328
4329.091644,1000,1008.804224
4474.430704,1000,1026.00287
4377.203003,1000,1043.246131
4336.027014,1000,1060.481163
4277.86066,1000,1082.103956
4414.001961,1000,1099.309891
4295.321387,1000,1116.503642
4387.856369,1000,1133.680185
4580.528303,1000,1150.888314
4675.216921,1000,1168.078434
4582.19586,1000,1185.265452
4714.263961,1000,1202.623258
4611.11139,1000,1219.79478
4501.091195,1000,1236.975574
4623.685801,1000,1258.498603
4556.814192,1000,1275.707202
4618.553498,1000,1292.965827
4582.228684,1000,1310.205283
4620.212519,1000,1327.464554
4690.839539,1000,1344.704792
4719.011421,1000,1361.993162
4628.738962,1000,1379.206161
4748.164444,1000,1396.43107
4658.42036,1000,1413.6605
4717.717685,1000,1435.172278
4682.583759,1000,1452.458442
4634.514119,1000,1469.73354
4694.220205,1000,1487.034443
4754.306089,1000,1504.286666
4707.458707,1000,1521.571689
4730.622286,1000,1538.839879
4749.496252,1000,1556.105488
4747.361643,1000,1573.364267
