#{"t_start": 1650885583.743383, "env_id": "CartPole-v1"}
r,l,t
21.0,21,0.930833
15.0,15,0.999376
19.0,19,1.009757
18.0,18,1.076489
14.0,14,1.084589
13.0,13,1.14798
10.0,10,1.153852
27.0,27,1.22615
16.0,16,1.235283
10.0,10,1.297823
44.0,44,1.382827
43.0,43,1.466267
51.0,51,1.607419
13.0,13,1.614735
19.0,19,1.683213
30.0,30,1.75796
39.0,39,1.837635
33.0,33,1.918284
41.0,41,2.020978
21.0,21,2.089657
87.0,87,2.307711
96.0,96,2.531588
413.0,413,3.501006
324.0,324,4.259811
293.0,293,4.935078
273.0,273,5.543243
333.0,333,6.387993
258.0,258,7.005743
