#{"t_start": 1650885583.823804, "env_id": "CartPole-v1"}
r,l,t
12.0,12,0.845385
23.0,23,0.918419
24.0,24,0.931544
11.0,11,0.994376
17.0,17,1.0043
16.0,16,1.069557
11.0,11,1.076022
25.0,25,1.147028
16.0,16,1.156211
15.0,15,1.221449
43.0,43,1.306013
43.0,43,1.389555
28.0,28,1.46189
28.0,28,1.533245
42.0,42,1.672434
19.0,19,1.683122
33.0,33,1.75963
85.0,85,2.005797
117.0,117,2.240434
354.0,354,3.121723
253.0,253,3.656683
369.0,369,4.556509
439.0,439,5.598203
446.0,446,6.689704
