#{"t_start": 1651167721.4037519, "env_id": "CartPole-v1"}
r,l,t
49.0,49,0.180916
27.0,27,0.276748
26.0,26,0.371159
44.0,44,0.48917
24.0,24,0.581195
22.0,22,0.616798
51.0,51,0.813342
42.0,42,0.936212
68.0,68,1.204157
45.0,45,1.326163
141.0,141,1.763769
126.0,126,2.170155
165.0,165,2.681202
130.0,130,3.143036
109.0,109,3.529026
98.0,98,3.835827
122.0,122,4.234219
128.0,128,4.639361
128.0,128,5.066215
126.0,126,5.474781
500.0,500,7.105209
170.0,170,7.694456
145.0,145,8.135399
74.0,74,8.353774
113.0,113,8.745712
239.0,239,9.490653
500.0,500,11.952951
500.0,500,13.585372
500.0,500,15.19026
500.0,500,16.807515
500.0,500,18.44167
500.0,500,20.058455
500.0,500,22.529936
500.0,500,24.227758
500.0,500,25.951015
500.0,500,27.873945
500.0,500,29.737544
500.0,500,31.460809
500.0,500,34.120692
500.0,500,35.803125
500.0,500,37.540184
500.0,500,39.238841
500.0,500,41.049251
500.0,500,43.649155
500.0,500,45.342561
