#{"t_start": 1651167721.3989792, "env_id": "CartPole-v1"}
r,l,t
31.0,31,0.075194
13.0,13,0.1787
22.0,22,0.266497
17.0,17,0.291441
41.0,41,0.407044
88.0,88,0.711161
95.0,95,1.029062
94.0,94,1.335023
106.0,106,1.667852
122.0,122,2.066413
28.0,28,2.163829
127.0,127,2.565741
135.0,135,2.996363
130.0,130,3.445706
89.0,89,3.744539
75.0,75,3.959421
105.0,105,4.336744
112.0,112,4.662141
111.0,111,5.064914
134.0,134,5.48601
177.0,177,6.02185
229.0,229,6.811065
205.0,205,7.506521
186.0,186,8.120636
118.0,118,8.459192
166.0,166,9.046533
500.0,500,11.45415
500.0,500,13.07607
500.0,500,14.64064
500.0,500,16.308033
500.0,500,17.930223
500.0,500,19.556962
500.0,500,21.996108
500.0,500,23.754706
500.0,500,25.410974
500.0,500,27.340671
500.0,500,29.199997
500.0,500,30.884531
500.0,500,32.727524
500.0,500,35.283875
500.0,500,36.988698
500.0,500,38.715272
500.0,500,40.457934
500.0,500,42.697497
500.0,500,44.807904
