#{"t_start": 1651167721.401869, "env_id": "CartPole-v1"}
r,l,t
17.0,17,0.051821
21.0,21,0.166972
15.0,15,0.188377
16.0,16,0.268295
38.0,38,0.380426
81.0,81,0.611071
24.0,24,0.708391
69.0,69,0.931916
39.0,39,1.046505
27.0,27,1.142859
22.0,22,1.230021
18.0,18,1.311695
126.0,126,1.729239
118.0,118,2.066379
93.0,93,2.367125
128.0,128,2.770676
124.0,124,3.226703
93.0,93,3.530798
63.0,63,3.732866
108.0,108,4.050973
105.0,105,4.427243
152.0,152,4.881023
30.0,30,4.981916
112.0,112,5.374576
392.0,392,6.612913
148.0,148,7.175919
204.0,204,7.814942
147.0,147,8.313652
117.0,117,8.652118
147.0,147,9.156117
500.0,500,11.56205
500.0,500,13.192332
500.0,500,14.807415
500.0,500,16.415513
500.0,500,18.040824
500.0,500,19.722008
500.0,500,22.124296
500.0,500,23.864804
500.0,500,25.522039
500.0,500,27.454678
500.0,500,29.374618
500.0,500,31.013884
500.0,500,32.839995
500.0,500,35.462303
500.0,500,37.107181
500.0,500,38.826065
500.0,500,40.566405
500.0,500,42.861817
500.0,500,45.002864
