#{"t_start": 1651167721.397866, "env_id": "CartPole-v1"}
r,l,t
13.0,13,0.04942
23.0,23,0.167677
57.0,57,0.306677
68.0,68,0.573108
23.0,23,0.6086
39.0,39,0.729697
142.0,142,1.228345
144.0,144,1.671787
117.0,117,2.063237
143.0,143,2.544614
28.0,28,2.584525
165.0,165,3.210261
116.0,116,3.547086
63.0,63,3.749909
41.0,41,3.861908
119.0,119,4.25705
112.0,112,4.63918
119.0,119,4.994608
136.0,136,5.476012
448.0,448,6.923305
268.0,268,7.820419
157.0,157,8.333936
168.0,168,8.861585
322.0,322,9.895756
500.0,500,12.358569
500.0,500,13.930183
500.0,500,15.594869
500.0,500,17.214844
500.0,500,18.788178
500.0,500,20.459125
500.0,500,22.932276
500.0,500,24.64899
500.0,500,26.400027
500.0,500,28.388262
500.0,500,30.147708
500.0,500,31.874565
500.0,500,34.471109
500.0,500,36.20996
500.0,500,37.969535
500.0,500,39.694604
500.0,500,41.537329
500.0,500,44.05375
