#{"t_start": 1651167721.396845, "env_id": "CartPole-v1"}
r,l,t
25.0,25,0.068575
68.0,68,0.3076
58.0,58,0.502875
27.0,27,0.600688
97.0,97,0.92892
41.0,41,1.044769
47.0,47,1.226255
113.0,113,1.570442
120.0,120,1.96402
109.0,109,2.345155
121.0,121,2.682501
157.0,157,3.241259
101.0,101,3.556512
51.0,51,3.742308
143.0,143,4.167975
110.0,110,4.550048
126.0,126,4.968631
113.0,113,5.305394
121.0,121,5.70552
162.0,162,6.220662
153.0,153,6.721396
200.0,200,7.417222
195.0,195,8.044222
164.0,164,8.562896
167.0,167,9.153448
500.0,500,11.559674
500.0,500,13.190259
500.0,500,14.804643
500.0,500,16.413363
500.0,500,18.037418
500.0,500,19.661889
500.0,500,22.121046
500.0,500,23.861912
500.0,500,25.518677
500.0,500,27.452064
500.0,500,29.371355
500.0,500,31.003667
500.0,500,32.836793
500.0,500,35.396361
500.0,500,37.103606
500.0,500,38.823488
500.0,500,40.564022
500.0,500,42.843099
500.0,500,45.000104
