#{"t_start": 1650968355.045598, "env_id": "Pendulum-v1"}
r,l,t
-1399.893096,200,0.06671
-1410.032531,200,0.11096
-747.495677,200,0.15585
-1170.375136,200,0.200485
-975.663382,200,0.244516
-866.590539,200,0.290165
-641.280799,200,0.331943
-750.952609,200,0.373965
-1067.231484,200,0.416083
-1244.42024,200,0.462497
-986.449481,200,0.504545
-1363.94508,200,0.548123
-1192.665678,200,0.591287
-876.205397,200,0.636896
-1082.052756,200,0.68223
-1351.655504,200,0.726313
-1435.944431,200,0.77019
-881.173645,200,0.81629
-1420.264738,200,0.858026
-888.252809,200,0.90063
-1707.808728,200,0.947694
-891.795331,200,0.995057
-854.576079,200,1.040006
-1566.218833,200,1.085062
-964.241584,200,1.128988
-1402.48397,200,1.176181
-1171.288287,200,1.225718
-907.192972,200,1.276346
-1000.501569,200,1.325837
-1420.680954,200,1.372902
-1609.111243,200,1.418385
-1071.82978,200,1.463014
-1206.463749,200,1.507023
-1046.179243,200,1.552861
-876.841555,200,1.596589
-885.701002,200,1.640999
-1667.283358,200,1.683482
-1042.742164,200,1.72945
-971.364711,200,1.772367
-1283.220051,200,1.814265
-1799.15068,200,1.8624
-975.836326,200,1.908494
-1220.820475,200,1.95241
-1449.313224,200,1.994292
-1679.46219,200,2.037428
-1169.412569,200,2.086257
-1407.125841,200,2.142713
-866.554725,200,2.188158
-1572.845004,200,2.232601
-1492.896778,200,2.279929
-1266.992472,200,2.364534
-1729.631895,200,4.265379
-1866.237569,200,6.110141
-1524.177584,200,8.017559
-1434.927337,200,9.992219
-1356.231488,200,12.010512
-1304.611297,200,13.984416
-1099.651181,200,16.01537
-859.877344,200,17.975896
-921.449945,200,20.093367
-1516.869032,200,22.131058
-532.797536,200,24.131241
-1510.096138,200,26.114299
-1507.872078,200,28.187932
-123.204034,200,30.235085
-366.826717,200,32.294996
-358.432508,200,34.3324
-234.724333,200,36.387727
-241.029289,200,38.374838
-119.529897,200,40.472707
-307.524277,200,42.485393
-127.194535,200,44.516064
-249.643715,200,46.531112
-1.24157,200,48.571208
-0.957617,200,50.585606
-115.070663,200,52.698328
-1.822417,200,54.684669
-124.727742,200,56.749624
-115.349969,200,58.789991
-125.069989,200,60.89952
-123.229282,200,62.912276
-245.581028,200,64.948642
-126.540076,200,66.951607
-126.768825,200,69.004746
-238.683892,200,70.988492
-120.02162,200,73.109935
-2.646465,200,75.159258
-120.637242,200,77.228315
-116.327071,200,79.267089
-122.350915,200,81.323619
-228.213013,200,83.407649
-124.056703,200,85.388855
-118.999004,200,87.470362
-122.907224,200,89.469407
-243.194462,200,91.55095
-119.391152,200,93.547281
-114.385423,200,95.624887
-230.275211,200,97.650209
-364.436598,200,99.726381
-123.33841,200,101.766792
