#{"t_start": 1650964218.7241, "env_id": "HalfCheetah-v3"}
r,l,t
-337.248638,1000,0.257652
-343.752683,1000,0.481504
-223.023571,1000,0.697178
-171.084439,1000,0.912518
-176.875289,1000,1.136293
-442.130279,1000,1.363033
-219.132246,1000,1.588207
-293.845286,1000,1.80938
-302.827492,1000,2.032401
-150.115214,1000,2.251455
-11.95555,1000,2.67898
-550.043217,1000,12.882488
-550.249238,1000,23.126612
-430.134897,1000,33.530464
-516.094211,1000,43.969034
-404.205106,1000,54.37751
-421.598058,1000,64.894059
-566.099149,1000,75.368384
-520.895389,1000,85.85497
-391.187761,1000,96.321293
-458.638206,1000,106.783878
-31.977387,1000,117.29798
-117.950327,1000,127.808713
928.62957,1000,138.263944
-401.833906,1000,148.831965
-154.482166,1000,161.186965
1146.165734,1000,171.745337
254.576069,1000,182.307617
208.885545,1000,192.783563
-523.648201,1000,203.329873
-188.523059,1000,213.795472
1125.735734,1000,224.384681
