#{"t_start": 1650968222.05314, "env_id": "Pendulum-v1"}
r,l,t
-1080.438076,200,0.064907
-876.280679,200,0.108401
-859.837869,200,0.152337
-913.465053,200,0.201548
-1068.343277,200,0.249046
-1387.377471,200,0.304625
-887.476901,200,0.34898
-1637.507022,200,0.392847
-874.286603,200,0.436274
-1079.648899,200,0.481692
-1187.706577,200,0.525383
-1619.931177,200,0.567013
-1016.582195,200,0.610699
-1177.786032,200,0.656161
-1076.606752,200,0.699284
-1317.025866,200,0.740578
-919.543876,200,0.783353
-861.553698,200,0.828758
-1621.735315,200,0.87057
-979.079294,200,0.912585
-1578.933963,200,0.956386
-1193.495842,200,1.002493
-1751.963903,200,1.045297
-981.014755,200,1.089944
-966.652287,200,1.134997
-1010.056136,200,1.181686
-1742.086423,200,1.22751
-1347.563017,200,1.269958
-983.71433,200,1.313521
-1320.584794,200,1.359064
-1085.030545,200,1.401683
-1557.590531,200,1.444065
-1406.975605,200,1.487423
-1046.461304,200,1.536843
-1251.485111,200,1.585302
-1720.978613,200,1.632005
-894.651763,200,1.675923
-1302.226841,200,1.721498
-1325.423499,200,1.763858
-1254.960952,200,1.806093
-1173.322779,200,1.8485
-1079.471398,200,1.894148
-1069.726957,200,1.937326
-1195.346093,200,1.97998
-1584.110782,200,2.027457
-1679.244541,200,2.088184
-1076.923585,200,2.155458
-988.262634,200,2.201511
-1304.293823,200,2.258241
-1777.750833,200,2.305669
-1336.80114,200,2.390061
