#{"t_start": 1651078358.967521, "env_id": "HalfCheetah-v3"}
r,l,t
-340.565224,1000,0.333703
-171.365708,1000,0.638423
-355.746301,1000,0.949094
-378.975756,1000,1.257739
-367.271898,1000,1.563027
-397.062801,1000,1.89935
-197.312244,1000,2.237717
-251.24396,1000,2.554629
-435.351092,1000,2.8931
-118.706404,1000,3.238128
-178.635057,1000,22.365167
-144.072187,1000,40.024668
-168.028218,1000,57.682574
-242.809228,1000,75.344346
-208.702265,1000,92.971733
-302.917554,1000,110.675484
-364.600593,1000,128.315881
-248.301455,1000,145.910513
-376.011239,1000,163.531387
-279.176333,1000,181.226924
-255.818207,1000,198.812769
-190.519092,1000,216.469712
-164.927717,1000,234.048805
578.06178,1000,251.602032
1000.47631,1000,269.185768
1539.828552,1000,289.130015
1039.535385,1000,306.741792
153.938157,1000,324.40136
352.823587,1000,342.01684
98.890896,1000,359.650519
125.215669,1000,377.235365
2574.952497,1000,394.943588
2414.019815,1000,412.849379
2247.367345,1000,430.44811
1953.461633,1000,448.026564
2666.566982,1000,465.595792
2823.841253,1000,483.326715
2909.134411,1000,500.983088
2481.802311,1000,518.657599
1313.522673,1000,536.266151
1596.235017,1000,554.487789
868.731067,1000,572.565768
2882.313906,1000,590.661598
3025.50454,1000,609.465598
3279.735212,1000,627.130782
21.524942,1000,644.721073
684.44361,1000,662.334854
224.736838,1000,679.960589
3009.460013,1000,697.565412
3736.754771,1000,715.103717
3508.40548,1000,735.101191
3475.738927,1000,752.757654
3509.632786,1000,770.357669
3340.640607,1000,787.970985
4032.991951,1000,805.491018
3388.295391,1000,823.115416
3792.415837,1000,840.717169
3392.011809,1000,858.320533
3388.832255,1000,875.979483
3768.438045,1000,893.592344
3747.854462,1000,911.307997
3709.996988,1000,928.993735
3710.843503,1000,946.641543
3977.833291,1000,964.143783
3280.838967,1000,981.756897
3823.858624,1000,999.805132
