#{"t_start": 1649763611.439185, "env_id": "CartPole-v1"}
r,l,t
33.0,33,2.348167
32.0,32,2.419572
55.0,55,2.503704
25.0,25,2.572497
60.0,60,2.712735
14.0,14,2.720041
18.0,18,2.784093
18.0,18,2.793426
46.0,46,2.927108
49.0,49,3.006944
108.0,108,3.280497
36.0,36,3.353011
175.0,175,3.715784
140.0,140,4.060512
166.0,166,4.421503
264.0,264,4.998902
298.0,298,5.701587
500.0,500,6.775975
500.0,500,7.904965
500.0,500,8.982971
500.0,500,10.89614
500.0,500,12.033169
500.0,500,13.113361
500.0,500,14.246676
500.0,500,15.377543
500.0,500,16.457385
500.0,500,18.317756
500.0,500,19.394877
500.0,500,20.529663
500.0,500,21.665649
500.0,500,22.745165
500.0,500,23.884685
500.0,500,25.7599
500.0,500,26.843064
500.0,500,27.99088
500.0,500,29.084654
500.0,500,30.229408
500.0,500,31.375789
