#{"t_start": 1649763611.424437, "env_id": "CartPole-v1"}
r,l,t
15.0,15,2.292385
11.0,11,2.297718
15.0,15,2.367208
41.0,41,2.443147
23.0,23,2.510675
20.0,20,2.520966
117.0,117,2.801448
22.0,22,2.867551
28.0,28,2.937026
149.0,149,3.232685
173.0,173,3.648671
99.0,99,3.862531
176.0,176,4.22524
106.0,106,4.500058
120.0,120,4.72709
234.0,234,5.292476
484.0,484,6.357604
500.0,500,7.430555
500.0,500,8.563188
500.0,500,10.480756
500.0,500,11.559529
500.0,500,12.693572
500.0,500,13.828581
500.0,500,14.904739
500.0,500,16.037863
500.0,500,17.845092
500.0,500,18.976215
500.0,500,20.110522
500.0,500,21.189895
500.0,500,22.32618
500.0,500,23.46355
500.0,500,24.556957
500.0,500,26.423018
500.0,500,27.507925
500.0,500,28.660336
500.0,500,29.805098
500.0,500,30.895643
500.0,500,32.043935
