#{"t_start": 1649763611.465884, "env_id": "CartPole-v1"}
r,l,t
15.0,15,2.251021
14.0,14,2.257681
51.0,51,2.400684
48.0,48,2.481232
35.0,35,2.608675
23.0,23,2.620645
18.0,18,2.685453
27.0,27,2.754109
30.0,30,2.824559
20.0,20,2.834901
43.0,43,2.966641
47.0,47,3.046167
60.0,60,3.185964
39.0,39,3.260108
79.0,79,3.464251
141.0,141,3.755155
44.0,44,3.831879
181.0,181,4.252711
154.0,154,4.607396
222.0,222,5.108591
336.0,336,5.829745
500.0,500,6.960207
500.0,500,8.089199
500.0,500,9.94482
500.0,500,11.079851
500.0,500,12.161616
500.0,500,13.296592
500.0,500,14.430382
500.0,500,15.504988
500.0,500,16.640178
500.0,500,18.499789
500.0,500,19.578503
500.0,500,20.712601
500.0,500,21.79465
500.0,500,22.934084
500.0,500,24.067815
500.0,500,25.890115
500.0,500,27.030319
500.0,500,28.177241
500.0,500,29.270928
500.0,500,30.41445
500.0,500,31.508284
