#{"t_start": 1649763611.397878, "env_id": "CartPole-v1"}
r,l,t
30.0,30,2.326172
67.0,67,2.533015
29.0,29,2.54805
32.0,32,2.620415
38.0,38,2.749136
9.0,9,2.753949
19.0,19,2.763911
23.0,23,2.830591
11.0,11,2.890808
38.0,38,2.965664
40.0,40,3.040899
131.0,131,3.32649
115.0,115,3.603905
122.0,122,3.830391
112.0,112,4.105399
144.0,144,4.39854
228.0,228,4.959131
277.0,277,5.542978
500.0,500,6.670381
500.0,500,7.798971
500.0,500,8.877967
500.0,500,10.791554
500.0,500,11.872053
500.0,500,13.007341
500.0,500,14.142619
500.0,500,15.219374
500.0,500,16.351616
500.0,500,18.213467
500.0,500,19.287836
500.0,500,20.42363
500.0,500,21.504078
500.0,500,22.637924
500.0,500,23.777798
500.0,500,25.599414
500.0,500,26.73918
500.0,500,27.882701
500.0,500,28.977079
500.0,500,30.122013
500.0,500,31.214246
500.0,500,32.363321
