#{"t_start": 1650797318.3060648, "env_id": "CartPole-v1"}
r,l,t
27.0,27,2.378912
32.0,32,2.477468
46.0,46,2.61568
39.0,39,2.693338
14.0,14,2.700572
32.0,32,2.774502
27.0,27,2.842018
34.0,34,2.914374
56.0,56,3.054316
47.0,47,3.187797
46.0,46,3.267222
36.0,36,3.341297
67.0,67,3.486241
75.0,75,3.687421
156.0,156,4.050381
53.0,53,4.192716
87.0,87,4.404192
169.0,169,4.766775
117.0,117,5.049835
139.0,139,5.342401
136.0,136,5.632143
142.0,142,5.98185
170.0,170,6.347012
161.0,161,6.710808
263.0,263,7.286223
264.0,264,7.969614
500.0,500,9.064462
500.0,500,10.994031
500.0,500,12.130089
500.0,500,13.299264
500.0,500,14.453702
500.0,500,15.557311
500.0,500,16.752895
500.0,500,18.665173
500.0,500,19.807362
500.0,500,20.969914
500.0,500,22.065779
500.0,500,23.225138
500.0,500,24.409239
500.0,500,26.265268
500.0,500,27.427304
500.0,500,28.619068
500.0,500,29.7206
500.0,500,30.871995
500.0,500,32.013564
500.0,500,33.175629
