#{"t_start": 1650797318.277951, "env_id": "CartPole-v1"}
r,l,t
34.0,34,2.492385
31.0,31,2.567887
12.0,12,2.574607
13.0,13,2.581801
39.0,39,2.713527
11.0,11,2.719396
13.0,13,2.726054
26.0,26,2.795938
20.0,20,2.860811
26.0,26,2.92891
76.0,76,3.07936
68.0,68,3.223813
107.0,107,3.444792
99.0,99,3.659657
139.0,139,4.06821
63.0,63,4.215574
36.0,36,4.291647
70.0,70,4.437153
139.0,139,4.72808
112.0,112,5.008341
106.0,106,5.228976
160.0,160,5.587357
120.0,120,5.87042
169.0,169,6.234271
127.0,127,6.521909
175.0,175,6.946577
185.0,185,7.316829
381.0,381,8.228764
500.0,500,9.377515
500.0,500,11.308069
500.0,500,12.446719
500.0,500,13.61541
500.0,500,14.771618
500.0,500,15.905069
500.0,500,17.070928
500.0,500,18.931569
500.0,500,20.122309
500.0,500,21.284723
500.0,500,22.380645
500.0,500,23.538774
500.0,500,24.721675
500.0,500,26.580328
500.0,500,27.754293
500.0,500,28.881118
500.0,500,30.037937
500.0,500,31.187251
500.0,500,32.330402
